,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
243,4891430,"I heard you say my name
I was looking the other way
Saw a tear there on your face
And I don't know what for
I was trying to convey
I was listening all the same
But you hit me in the gut
And now I know what for",We were driving out all night,I heard you say my name I was looking the other way Saw a tear there on your face,I was trying to convey,i heard you say my name i was looking the other way saw a tear there on,I was trying to convey
244,4349500,"Windowless room, number 39
Holds an honest man with a thirsty mind
But there are no rivers inside these walls
So he sings
Roaring brooks and cherry trees
This is the place my heart longs to be
The blossoms in the water are calling me
His glossy shoes only hold him down",They were never meant to cover ground,"windowless room, number 39 Holds an honest man with a thirsty mind But there are","He sings, he sings, he sings","windowless room, number 39 holds an honest man with a thirsty mind . windowless",And he's a man of few words
245,326081,"You've cut out your dancing and you never see a show
Friends come by to pick you up and you hardly ever go
It seems your head is in the clouds above
You've got the ways of a woman in love
I walked by your house tonight and hoped that I might see
The guy who's got you in the spin I wish that guy was me
I don't know why it's you I'm dreaming of
You've got the ways of a woman in love",Many is the night I've stayed awake and cried,you've cut out your dancing and you never see a show Friends come by to pick you,You've got the ways of a woman in love,you've cut out your dancing and you never see a show . you've got,You've got the ways of a woman in love
246,4364293,"I seen a bean they were real clean
I like beans
I see a bean, they were green
I like beans
I see a bean, they were on my jeans
I like beans
I see a bean, they were on my spleen
I like beans","I see a bean, had to get my jeans dry cleaned","they were green I like beans I see a bean, they were on my jeans I like beans","I see a bean, they were on my jeans",i saw a bean they were real clean i like beans i see a bean,"I see a bean, they were green"
247,5908798,"I've never been one to watch the news
But I've been watchin' every day or two
Been goin' to town about once a week
Buy a case of beer and some groceries
It's hard to know what a man should think
It's hard to know who he should believe
But one thing's sure when it runs its course
The world won't spin like it did before",So let's rock & roll,been goin' to town about once a week Buy a case of beer and some,I've never been one to watch the news,i've never been one to watch the news But i've been watchin',I've never been one to listen to the news
248,712343,"Yeahh
It's your mans big Smo
Ayy yo Jelly Lil Wyte lets tell em how it is
I'm just a kuntry boy (just a kuntry boy)
Livin' out on a farm (you know we out on a farm)
I got pounds on the other side of town with the crop in the barn (I can smell it all the way over here)
Just sipping on shine (you know we sipping on shine)
Sipping straight from the jar (drinking straight from the jar)",Law dogs is a hunting us down 'cause they know who we are (yeah they know who we are),Jelly Lil Wyte is a kuntry boy (just a kuntry boy) and,I got pounds on the other side of town with the crop in the barn,yeahh it's your mans big smo ayy yo jelly lil,I'm just a kuntry boy (just a
249,4124597,"In your face human race
Just how low can you go?
Well I left my mama a goodbye-note
Packed my things and hit a little road
I've put my mind into new mode
I'm gonna turn dust into gold
I'm gonna tell the world to set it straight
'Cause I really do not agree",Oh no matter in which way I look,'Cause I really do not agree with you . I really do not agree with,I'm gonna turn dust into gold,i'm gonna turn dust into gold i'm gonna tell the world to,I'm gonna turn dust into gold
250,4516203,"Do this for my team
Do this for my set 'cuz
I just got a check I just iced my neck up
I might fuck yo bitch just because I’m next up
10 shooters out the mf brinks truck
Hit a nigga trap where tf my back up
I got all this cash watch me fuckin flex bruh
U not my fuckin brother no I do not show love",I got all this cash watch me fuckin stack up,do this for my team Do this for my set 'cuz I just got a check,Do this for my team,do this for my team do this for my set 'cuz I just got a check,I do not show love
251,506762,"Run that shit
Yeah... 1994, haha, yeah
L.O.L. back in that ass
With some mega shit
And you don't stop, uh
Funky ass hiphop, it's hiphop... yeah
I wanna be free in the midst of the madness
Handlin' my business, locked in the darkness",Trying to survive in this L.A. city,"uh Funky ass hiphop, it's hiphop... yeah I wanna",I wanna be free in the midst of the madness,run that shit was released on july 25th .,I wanna be free in the midst of the madness
252,6915096,"Find beauty in the fire, even while the earth is crumbling
Pride hatred from my soul, ironic that it was humbling
Been falling out with life, I guess she weren't my Billie Jean
Just a bit low key, been scripting these soliloquies
Every breath I take, I swear it has a godly air
My flow is heaven scent, turn water to Courvoisier
Glaciers where I step
I repay the debt",They been sleeping for years,"ironic that it was humbling Been falling out with life, ironic that it was","I'm a fucker, I'm a","i find beauty in the fire, even while the earth is crumbling . every breath","I'm a man, I'm a man, I"
253,2875047,"D-Flow sent me the tracks and I'ma lace it
Killing it even though the rhyme schemes are basic
Backpackers love me even though they never say it
The songs be filling to good for them to ever hate it
And I owe one and I know it even thugs show me, love
Putting on for zone three zone six is where I'm from
White people love me and it only causes I look like them
Black people love me cause I'm honest and I ain't faking it","I'm really from here, And I'm really talking bout my life",D-Flow sent me the tracks and I'ma lace it Killing it even though the rhyme schemes are,I'm a shit and I'ma lace it,d-flow sent me the tracks and i'ma lace it . putting on for zone,"I'm a nigga, I'm a"
254,6782954,"Crashing down like a aeroplane
All these fake as people fucking up my brain
But I don’t care if they wanna hate
This is a brand new era that I’m going to create
I’m just a boy, out from Oran Park
Imma bring the spark
Playing the game like AFL, I’m going to make my mark (Catch)
I’m not new around the block",They call me Bignosesmallc0c,"I’m just a boy, out from Oran Park Imma bring the spark Play","I’m just a boy, out from Oran Park",the catch has been labelled as one of the best catches in the game . he,"I’m just a boy, out of Oran Park"
255,57571,"Babe
Do you even know who you are?
Midwinter rose, morning star
Do you even know who you are
And what you’ve done to my heart?
‘Cause when I was lonely, you took a risk on me
And all I can say is
I won’t be the same again",(Chorus)(4x),"midwinter rose, morning star Do you even know who you are? ‘Cause when",I won’t be the same again,"midwinter rose, morning star do you even know who you are? 'cause when",I’ll never be the same again
256,6178264,"Yeah my people know you wanna get the sniper so that you can kill the traitor
Yeah they never gave us nothing
They been eating all alone while we been starving
Take a step back when you see the popo coming coz they gonna try and kill ya
Marikana on you, so you never have the freedom and the power on them
Lost Continent
The Loving Is Fading Away
Poverty Still Dominating",Damn The Minerals Taken Away,the sniper never gave us nothing They were eating all alone while we were starving Take,Is Fading Away Poverty Still Dominating,i wanna get the sniper so that you can kill the traitor so that you,But I Don't Want To Be A Traitors
257,4100418,"Noo, noo, noo
Noo, noo, Cresp Joe
Ayy swear these homies ain't guap, ain’t guap
Ain't guap, ain't guap (guap guap)
Swear these homies ain’t none, ain't none
Ain't none, ain't none (none none)
Swear these homies ain't pop, ain't pop
Ain't pop, ain't pop (pop pop)","Swear these homies, ain’t hop, ain’t hop","noo, noo, noo, noo, noo, noo, Cres","Swear these homies ain't none, a","swear these homies ain't guap, ain't","Swear these homies ain't none, a"
258,7176909,"Mental reload
All of these voices, now which one I chose
Deal with precision and pick out the flows
Cause you know I got a couple of those
Ain't over soldier, boy, pick up your nose
Curtains ain't falling, no ending the show
Feeling the energy flow to your toes
Draw up the play. Maestro, play out notes","The speakers turned off, but the building is banging and sanging","reload all of these voices, now which one I chose Deal with precision and pick out the",You know I got a couple of those,"mental reload all of these voices, now which one i chose Deal with precision and pick",You know I got a couple of those
259,2409693,"Notice me, take my hand
Why are we strangers when
Our love is strong
Why carry on without me
Everytime I try to fly, I fall
Without my wings, I feel so small
I guess I need you, baby
And everytime I see you in my dreams","I see your face, it's haunting me","I fall Without my wings, I feel so small I guess I need you, baby And everytime","And every time I try to fly, I fall","notice me, take my hand . notice me, take my hand . notice me, take",I know I'm gonna fall in love
260,2871125,"I been dealing with the ghosts of em
Hit a play or two with most of em
Home invasion they was so stubborn
Had to shoot em up roll somethin
Man I must be getting old or somethin
Thinking maybe it's the coke or somethin
Something turning into a broken somethin
Everytime I get close to something",Keep on asking me to hold something,the ghosts of em Hit a play or two were so stubborn Had to shoot,I'm a fucking fucking em,i been dealing with the ghosts of em hit a play or two with most,I feel like I'm going crazy
261,6692134,"{Hook}
Ian have a dad, bitch this all I had, and I'm glad for that
Momma had, my back from the jump, with no questions asked
Momma had, unconditional love, where'd I find it at?
In my momma's arms, in her heart memories flooding back
Cuz momma had, two kids and raised 'em on her own
Yeah and momma had, to struggle with two jobs with no support
Yeah and momma had, them bills to pay, but never let us see the pain","On her face, wiped them tears away, cuz ain't no time to waste","Hook Ian have a dad, bitch this all I had, and I","I'm glad for that Momma had, my back from the","Hook Ian have a dad, bitch this all i had, and","Yeah and momma had, to struggle with two kids and raised"
262,5866455,"Ayy
Ayy, ayy
I ain't never had the time, nigga
I ain't never had the time
I'm finna bleed this bitch, ayy
I ain't got no time
Don't hit my line, you niggas be droppin' dimes
You ain't solid, you ain't slime",Twelve shots like I'm Tom,"Ayy Ayy, ayy I ain't never had the","You ain't solid, you ain't slim",nigga nigga nigga nigga nigga,"I'm finna bleed this bitch, ay"
263,280387,"I'm drinking bleach on the beach, make my teeth white
The darkness is too dark, so I need light
All white armor, looks like daylight
Put the blade to your throat if you don't need life
Blue jeans, two stacks, and they're bleached out
In the car, windows down, don't make me reach out
She said never again, but we speak now
Black heart, black soul, but it's bleached now","Bleached denim, bleached hair","we speak now Black heart, black soul, but it's bleached now .","I'm drinking bleach on the beach, make my teeth white","bleach on the beach, make my teeth white . the darkness is too dark, so i","I'm drinking bleach on the beach, make my teeth white"
264,2423067,"Yeah, yeah
Head feels weak, belly's hurting again
Car dead quiet till they drop off her friend
Tension filling up her heart with dread
Won't dare move an inch, won't turn her head
Knuckles turn white as he grips on the steering
Signs of rage, they are quickly appearing
Eyes full of fear 'cause she knows what's nearing","Tries not to blink, it'll bate up the tearing",Car dead quiet till they drop off her friend Tension filling up her heart with dread,"She's a fucker, she's a",'i'm a f****** f****** f******,"She's gonna die, she's gonna die, she"
265,195026,"Yo let me get my hieroglyphics right, Get it?
Yeah, King life, King Life, King Life
Yeah.. Yeah King Life! Whoooo!
Yeah, Life as a King.. Man I'm sittin on my own throne
You could see I'm in my own zone I'm so fly way past that ozone
Am I wrong? Kinda living that Life as a king..
Man I'm sittin on my own throne You could see I'm in my own zone I'm so fly way past that ozone
& I'm I'm living it up in my King Life, King Life, King Life",Finna let you know what this feels like,man I'm sittin on my own throne You could see I'm in my own,Am I wrong? Kinda living that,"i'm living it up in my King life, King life, King life . i'm",Am I wrong? Kinda living that
266,3064838,"Yup
Yessir I know boy
These niggas is so garbage
Extra garbino
We need to wrap ‘em in plastic and put em out on the curb on Thursday
And hope someone pick em up off the street mane
Yeah
My light shines so bright it’s like it’s dimming yours",You a broke deuce-deuce I’m a mini 4,niggas is so garbage Extra garbino We need to wrap ‘em in plastic and,I’m a nigga and I’m a,niggas is so garbage extra garbino We need to wrap ‘em in plastic and,"I’m a nigga, I’m a"
267,3339351,"Uh, y’all already know man
Ayo Flee
I got MAB with me
Chicago, D.C. Shit
I bought a new car for my bitch
I go to the mall with yo bitch
Won’t spend a dollar on her
She feedin me shrimp and grits","Pay 3 for my kicks, speakin in thousands no hundreds",Shit I bought a new car for my bitch I go to the mall with y,She feedin me shrimp and grits,"uh, y’all already know man ayo flee i got","I’m a nigga, I’m a"
268,101186,"Yeah, late night emotions, right now I'm tired of those
The only thing that get get me by
I stay by myself in this condo
But im good dog, got some good tree
2k and ol' papa dogs
Find the time to look at the walls at these plaques
Dog ya im proud of those
Sippin' on this corona, maybe this is the moment","You smell the aroma, that's fresh from Daytona","ya im proud of those Sippin' on this corona, maybe this is","I'm a good dog, got some good tree 2k and",the only thing that get get me by is i stay by myself in this condo .,"I'm tired of those late night emotions, I'm tired of"
269,93214,"
Bang bang, Billy's gun goes when it goes off
Glance at him, reach for the doze off
Bang bang, leave 'em with they clothes off
Can't hang so them bang bang bang bang
Bang bang Billy's gun goes when it goes off
Glance at him, reach for the doze off
Bang bang, leave 'em with they close off","Bang bang, Billy sang as he rode off","Billy's gun goes when it goes off Glance at him, reach for the doze off",Can't hang so them bang bang bang,"Bang bang, Billy's gun goes when it goes off Bang bang, leave '",Can't hang so them bang bang bang bang
270,3281030,"If I got it then my brothers got it
If iont got it then my brothers got me
I know it's been a long long time coming yeah
But I'm still rubbing woods on my jeans
Grab my weed
Grabba leafs
Fuck the name
I smoke OG",Kurt Cobain,iont got it then my brothers got it If iont got it then my brothers got,I'm still rubbing woods on my jeans,if i got it then my brothers got it If iont got it then my brothers,"I smoke OG, I smoke OG, I smoke OG"
271,4679519,"fuck all you pussys can nobody harm me (slows down noise)
Alright It's Under Enemy Arms Niggas Get Killed For Under Enemy Sarts You Ain’t Su Tart Alright Niggas Hating, nigga face it kill a nigga like over raming, got my gang got a bad bitch, if y'all ain't looking at me look at gang TrANNNn! bitch!
[CHORUS]: Under Enemy Arms Niggas Gon Fart Niggas Gon Try Me To Start All These Niggas Live On A Farm GANG!
Y’all got get smacked if u tap
Oh, oh it's me and you, and you, and you",Under enemy arms,"under Enemy Arms Niggas Get Killed For Under Enemy Sarts You Ain’t Su Tart Alright Niggas Hating, got my gang got a bad bitch","I'm a nigga, I'm a","under enemy arms niggas get killed for under enemy sarts you ain't su tart . niggas hate over raming, got my gang got a bad bitch .","And you, and you, and you, and you, and you,"
272,7331843,"I hope the opps, stay dead
I hope the opps, stay dead
My main kick shit over Bankhead
I got two three hoes out in Bankhead
And when my new bitch come, I'mma play dead
And I got wock, stop hating
Man I hold guap
Boy that's alot","Boy that's alot, you can't fit in my sock","I hope the opps, stay dead I hope the opps, stay dead","I hope the opps, stay dead","i hope the opps, stay dead i hope the opps,","I hope the opps, stay dead"
273,143732,"The product of hours of Eminem and Rhyme Asylum
I'm high and drivin' with nine fanny packs so the drugs can hide inside 'em
Duffle of coke on the passenger's seat
I'm passin the heat to who's in back of me so he can blast in the street
Your ass'll get beat with a packet of cheese
Sauce from macaroni if you actin' phony
I'm spazzin' homie
Grab C4 and strap it on me","Your raps bologna, you don't really want the beef",the product of hours of Eminem and Rhyme Asylum I'm high and,The product of hours of Eminem and Rhyme Asylum,the product of hours of eminem and rhyme asylum .,I'm smokin' like a lil
274,7880146,"It's my nature to hide from my neighbors
Dip down the stairs and skip elevator
Slip the crossfader this shit will make a hater
Cause the walls vibrate like a particle accelerator
The teriyaki man Yaqui mystic
Very happy fam Danny got me optimistic
I'm sweet and sour half me
Opposites Larry David mixed with Steve McQueen sippin",Bullet bourbon swerve like sand serpent,fam Danny got me optimistic I'm sweet and sour half me Opposites,I'm a fucker and a fucker,the teriyaki man Yaqui mystic Very happy fam .,I don't care if you like it or not
275,3311492,"I don't wanna yell or scream
I just want your company
Come over and lay down
Lay down
Come lay down with me
I don't wanna yell or scream
I just need your company
Come lay down with me","Come and lay down, lay down",I don't wanna yell or scream I just want your company Come lay,I don't wanna yell or scream,i don't wanna yell or scream i just need your company,Lay down
276,2279,"Since I made the record ""Talk Like Sex,""
Bitches are comin' up with their friends for a nigga to hit the skins
Hopin' that Kool G Rap was just makin' rhymes
But I'm leavin' bitches' vaginas with more stitches than Frankenstein
Some even had the nerve to try to give me head
And swallow the whole jimmy to make a nigga fed
But come on you bitches, don't make me laugh;
You couldn't deep throat G Rap if you was a motherfuckin' giraffe","Dag, some even fled when they saw the head",bitches are comin' up with their friends for a nigga to hit,I'm leavin' bitches' vaginas with more stitches than Frankenstein,bitches is comin' up with their friends for a nigga to hit,You can't deep throat G Rap if you was a mother
277,3459261,"Higher, higher
I'll take you higher
I'll take you higher
I'm the way, got your man tryna call me Bae
One taste will have that man higher than jet plains
Yeah I make sure it's official, haters make sure it's an issue
I took it to another level that these other bitches ain't been to
I go higher up than Ariana, Grande","Fuck lovin, I'm a lot drunker than Beyonce","higher, higher I'll take you higher I'll take you higher I'll take you","I'm the way, got your man tryna call me Bae",bae one taste will have that man higher than jet plains . haters make sure,I go higher up than Xanadu
278,4339776,"Treasure me deep in your mind
You won't forget. You were mine
Even if time drags memories
You'll have the scars. To remind me
Haven't you seen it yet?
They all hiding 'emselves
Behind the mirror
Haven't you seen it yet?","We look at them, but we also reflections",treasure me deep in your mind You won't forget . they all hiding 'em,They all hiding 'emselves,treasure me deep in your mind You won't forget. you were mine Even if time drag,They all hiding 'emselves
279,3618654,"(Alright, I'm doing the whole song in one take, hold up)
I wreck a track
You slather in wack talk-backs
You on attack, but little bullets in tac-sack
You hit back wit' dull ass blades, with hack features
Yo I see you in the aftermath
But I got plaque and wolf pack, and that a platinum fact
Ain't nothing coming to meet ya!",Ain't nothing planning to leech ya!,I wreck a track You slather in wack talk-backs You,"I'm a fucker, I'm a","the whole song in one take, hold on .","I'm a bitch, I'm a bitch"
280,3101979,"You should let me come thru, yeah
Speeding down 40 west to you
Yeah, hey
Clouds in the city grey, whoa
But the weekend's not too far away, hey
You should let me come thru, yeah
Speeding down 40 west to you
Yeah, yeah, hey","Clouds in the city grey, whoa","you should let me come thru, yeah Speeding down 40 west to you Yeah, hey Cloud","Clouds in the city grey, whoa","you should let me come thru, yeah Speeding down 40 west to you Yeah, yeah,","Clouds in the city grey, whoa"
281,3348670,"Yeah they heard i was flipping, i love the word of mouth
The fakest way you could say it and now its going south
I mix it up, you can drink it
Don’t make her momma proud
Its even colder when she finish
Want another round (next one)
That perspiration i be sweating
In the booth, no air (its hot)",The only thing im breathing backwoods,i love the word of mouth The fakest way you could say it and now its going,"And i’m a fucker, i’m","i mix it up, you can drink it Don’t make her momma proud","I’m a bitch, i’m a bit"
282,17769,"Chorus:
Chocolate Girl
Livin' in a chocolate world
Come break me off a piece of that hershey thing
Girl I wanna see taste your cocoa tang
Chocolate girl
Livin' in a chocolate world
Come break me off a piece of that hershey thing",Girl I wanna feel your cocoa tang,chocolate girl Livin' in a chocolate world Come break me off a piece of that her,Girl I wanna see taste your cocoa tang,chocolate girl lil' in a chocolate world come break me off a piece of that,Girl I wanna see taste your cocoa tang
283,4662170,"x2
I hate the fact that you don’t even call no more
I hate the fact that we ain’t really close no more
I hate the fact that we can’t even link no more
I hate the fact that we don’t really speak no more
What it look like? What’s crack-a-lackin?
Remember me? It’s been awhile
Hope you quit trappin","Last time we linked, you told me you were on probation",x2 I hate the fact that you don’t even call no more I hate the fact,I hate the fact that you don’t even call no more,x2 i hate the fact that you don’t even call no more i hate,I hate the fact that you ain’t even call no more
284,702991,"Pane Pane Panettiere stop Hayden, keep that shit one hundred, got all this cheese I be grating, I'm riding round with that work, fuck boy get hurt, I'm just being a hundred while counting hundreds no clerk,I be sauced up head to toe I whisk at culinary,fill my lungs with smoke till I catch pulmonary,boy my life a movie,this shit horror scary,I can't hear you i just write this shit like Laura Redden,baby know she bad she need toddler treatment,she throw it back catch it goalie,call that there achievement,my squad we roll a hundred deep like Crimson T,TCE we running cause we keep this shit a hundred,K'Bree
We got that swag im just being 100
Lil shawty bad I'm just being 100
We popping tags I'm just being 100
We getting cash I'm just being 100
We whipping and the dash on 100
If you try me ima blast thats 100
My niggas blowing gas thats 100",Lil shanty got some ass thats 100,"pane pane Panettiere stop Hayden, keep that shit one hundred, keep that shit one hundred, get all this cheese I be grating, I'm just being a hundred while counting hundreds no clerk,I whisk at culinary,fill my lungs with smoke till I catch pulmonary,boy my life a movie,this shit horror scary,i can't hear you i just write this shit like Laura Redden,baby know she bad she need toddler treatment,she","I'm just being 100,I'm just being 100","pane pane panettiere stop Hayden, i'm just being a hundred while counting hundreds no clerk, i be sauced up head to toe I whisk at culinary,fill my lungs with smoke till I catch pulmonary,boy my life a movie,this shit horror scary,i can't hear you i just write this shit like Laura redden,baby know she bad she need toddler treatment,call that there achievement .",I'm just being 100
285,511732,"
Little wavy head nigga, Finna get it made in a minute
Finna get made in this business, who you kidding, who the witness?
Finna get paid in a minute, finna get paid, never rented
Never rain when its finished, Keep that thang strawberry tinted
Kill a rapper Paul bearer business, Rob Paul for the digits
Kick it in the mall for a minute, say T.JAY never call where you been at
Balls in a “grinnap”, couple thoughts pause with the synapse","Lose it all in a “snizzap”, boy where your friend at","Finna get paid in a minute, finna get paid, never rented Never rain","'Cause you ain't a nigga,","nigga, Finna get it made in a minute, finna get paid","You ain’t gotta fuck with me, I"
286,2956082,"Those niggas got bread
But it ain't like mine
Hundred bands on you
Hundred bands on you
We top down in the summer time
Take flight when it gets cold
I put it down like H-town 'cause my cup full and I sip slow
All I see is this money, nigga","Can’t see a hater, got tunnel vision",niggas got bread But it ain't like mine Hundred bands on you Hund,"I'm a nigga, nigga",niggas got bread but it ain't like mine Hundred bands on you,"All I see is this money, nigga"
287,5964838,"Okay welcome to Nuketown
Yeah I got it with my hood down
Yeah I get on the hoods now
Yeah I got on the hoods now
Don't even think you're cool now
Don't even think you're cool now
Oh yeah she freaky I might just fuck her in the hood now
Okay what is your answer",Yeah I'm getting all danger,Okay welcome to Nuketown Yeah I got it with my hood down Yeah I got it with,Yeah I got it with my hood down,nuketown is a new tv show based on the hit tv show,Yeah I got it with my hood down
288,6280400,"Unlike typical street gangs
Operate with a level of sophistication
Even more so than the Mafia
According to Buffalo FBI agent
(These are the real Sopranos) Uh, uh
They know
It's Heem, nigga
Drug deals every night, sellin' white, risked my life",Duckin' lights tryna stack my change,"uh, uh They know It's Heem, nigga","I'm a nigga, I'm a",gangs operate with a level of sophistication more so than the mafia .,"I'm a nigga, I'm a"
289,32273,"Mr. Biggs, you know you got to keep me jigs
(And you don't stop, and we won't stop)
Mr. Biggs, you know you got to keep me jigs
Mr. Biggs
Float on, float on, float on, float on
(Don't you know I want your love, don't you know I need your love)
Float on, float on, float on, float on
(Don't you know I want your love, don't you know I need your love)",Can't get you off of my mind,"Float on, float on, float on, float on, float on","Float on, float on, float on, float","biggs jigs float on, float on, float on,","Float on, float on, float on, float"
290,3494713,"Baby let me lay you down, Know need to play around
And I lay you night motion
Tryna make love on this water bed baby
Just keep them legs open
Now while im stroking , Yea that pussy potent
Came up in the game laid back she deep throatin
Girl I can't call it
Out here they been balling",Talkin about my niggas,"baby let me lay you down, Know need to play around And I lay you night motion Tryn",I can't call it,"baby let me lay you down, know need to play around and i lay you night motion","Baby let me lay you down, Know need to play around"
291,7764039,"Kill the beat specialist, only achieving excellence
Kool-Aid Man, how I’m bout to make an entrance
Name’s Jeff Porter, you ain’t even heard the best of him
Take a couple edibles and then I get competitive
Found out what I’m good at and I use it to my benefit
Keep on spitting real shit even if I get hella rich
In my element, my passion leaking through the crevices
Bet that you gon’ fuck with it, even if you’re celibate","The beer swigger, career switcher, demand bigger","i'm bout to make an entrance Name’s Jeff Porter, you ain’","You ain’t a shit, you a","kill the beat specialist, only achieving excellence . kill the beat specialist, only achieving excellence","I’m the king of the shit, I’m"
292,3759673,"Why I’m in a mood like this?
Between me and her crew it ain’t no kumbaya
Had to take a second to get my head straight
Had to, had to take a second to get my head straight
And I know
I like hipster girls who like avocados
Foreign models that like pouring bottles
Got an iced out wrist cold as Colorado",I woke up this rich thought I won the lotto,"kumbaya Had had to take a second to get my head straight Had to,",And I know I like hipster girls who like avocados,i know i like hipster girls who like avocados Foreign models that like pouring bottles,And I know I like hipster girls who like avocados
293,2888038,"I live in a world that's different than your world
Your world still believes in things like free speech and democracy
Those things don't exist in my world anymore
Welcome to my world
Welcome to Planet X motherfucker
It used to be parks
Used to be jungle gyms
Now they just stories passed down orally from my great-grandmother Nem",It used to be public pools,I live in a world that's different than your world Your world still believes in things like,I live in a world that's different than your world,my world still believes in things like free speech and democracy Those things don't exist in my,I'm a child of the 20th century
294,3267944,"CC dat way k way
Aye, aye
Bobby Kritical
Aye
*Beep*
Run my cheque up, run it up, prrrr
Run my cheque up
*Beep*","Run my cheque up, aye","CC dat way k way Aye, aye Bobby Kritical A","Run my cheque up, run it up, prrrr","CC dat way k way aye, aye Bobby krit","Run my cheque up, run it up, prrrr"
295,2968515,"On my teeth I need a rose gold manifestation of a living creation
I feel spacey, promethazine ain't in my container
I'm an attacker, the captain of a hip hop invasion
The music drawn to life, and I’ll never erase it
Need my serenity
More important than anything
Been infiltrated by pretty women and golden rings
And i'm not preachin’ that one of these is my enemy","I make songs, that's where i get all my energy","i need a rose gold manifestation of a living creation I feel spacey, promet",I'm not preachin’ that one of these is my enemy,"i'm an attacker, the captain of a hip hop invasion The music drawn to life","I'm a savage, I'm a"
296,173703,"Let me take a shot, only thing that keep me calm is liquor and pot
Chill with all the talking I'm taking the spot
I'm never gonna forfeit, my wave too hot
Came here to get it poppin, Jazzy, Stockton
Fucking with the west coast, one love to Compton
We get it jumping, we grave hopping
We killing these niggas, banana peeling these niggas
I'm the wordplay assassin, Dojo master",The reason buddy never got to flip his tassel,"niggas, banana peeling these niggas I'm the wordplay assassi","I'm the wordplay assassin, Dojo master","the wordplay assassin, dojo master, is a nigga","I'm a nigga, I'm a"
297,6147901,"I'm on the mic like 2 mikes in the mornin
And forever in mournin
For a gecko I killed on accident
Decapitated him with a cup
But I swear its all love
Between me n his folks
BFA he got jokes
Man you know who can choke?",A landlord on the first,I'm on the mic like 2 mikes in the mornin And forever in mournin,I'm on the mic like 2 mikes in the mornin,i'm on the mic like 2 mikes in the mornin And forever in mourn,I'm on the mic like 2 mikes in the mornin
298,6885413,"Yeah
(Ayy, J.K) If you ain't looking for the checkmate, you ain't thinking right
Ayy, ayy, ayy, ShittyBoyz
If you ain't looking for the checkmate, you ain't thinking right
Every move you take be an L, you must be the knight
Why you put that chain on if you ain't even freeze the ice?
If you don't treat me like a king, bitch, I'ma leave tonight
Off-White with the arrows, I don't do that Aéropostale",Why the fuck your whip so slow? Is you scared of throttle?,"if you ain't looking for the checkmate, you ain't","If you don't treat me like a king, bitch, I don","if you ain't looking for the checkmate, you ain't","If you ain't looking for the checkmate, you"
299,93330,"Woke up yawning from a sour nap
Slept for a hour and I'm proud of that
Hit my nigga Kwon, he inside the trap
Told him I'm on my way, get the slime from Mac
Hit the shower and recite a rap
Throw on some get fresh, outie in a hour flat
Big boy mom, smelling like a sour pack
Kryptonite, ask Superman if he want his powers back",Around the scratch like I got a itch,"Hit my nigga Kwon, he inside the trap, recites","He's a nigga, he's","nigga kwon, he inside the trap, hit my nigg","I'm a nigga, I'm a"
300,2852105,"Since the Aug Incident
All the naturals have been more insolent
So bring your instruments
Let's make this shindig a bit more intimate
Ask Icarus, the gods are sick of us
Making a new rib from dust
The Lord made man in His own image
And this visage isn't really how He pictured us",Stars shine over the apartheid of our time,the gods are sick of us Making a new rib from dust The Lord made man in,And he's a man who's a man,since the Aug Incident all the naturals have been more insolent . the gods,So let's make this shindig a bit more intimate
301,2016787,"I was designed to spin you the finest tracks
I’m thin, my skin is a shiny black
Yeah, I am wax
I hibernate in my crate and I relax…
Waiting for the perfect life
For my band to sell me as merchandise
Fourty fans wait for me in line
I ain’t even been heard but I’ve already been signed","Off I go, I’m so so lucky","I was designed to spin you the finest tracks I’m thin, my skin is a shiny","I’m a shit, I’m a","i was designed to spin you the finest tracks i’m thin, my skin is","I’m a crate, I’m a"
302,215917,"""They are a Brandon group called Fresh Fresh.""
""Brandon's next band is going to make millions and millions of dollars as...Farm Fresh.""
""As you can see...Farm Fresh isn't dead. They're on hiatus
""Ladies and gentlemen. Farm Fresh.""
""Let's take it back to the beat box""
""Aw, man auditions are over today alright? You gotta come back next week, alright?""
""Let's take it back to the beat box""
{x2}",Guess who's on the beat box {X4},"""Let's take it back to the beat box"" ""Let's take it","""Aw, man auditions are over today, alright?""","""as you can see...Farm fresh isn't dead. they're on","""Aw, man auditions over today alright?"
303,3203339,"She my wet dream..
Oh, wet dream..
My wet dream
She's my wet...
Deep, wet, dark
Deep, wet, dark
Deep, wet, dark
Deep, wet, dark","Deep, wet, dark","she's my wet dream.. Oh, wet dream.. My wet dream","Deep, wet, dark",she's my wet dream she's my wet dream she's my wet,"Deep, wet, dark"
304,6342471,"Mama your son is a genius
I excel all my endeavors
Now am attracting divas
No need to pay promoters
Every link I promote it
These critics can't demote it
I skipped college and read books on personal development
Taught myself every aspect I needed for improvement",Fuck liabilities I spend my money on assets,attracting divas No need to pay promoters Every link I promote it These critics can,I'm a fucker and I'm a,mama your son is a genius i excel all my endeavors now am attracting divas,"I'm a genius, I'm a genius, I"
