,song_id,input,reference,sm_baseline_output,sm_finetuned_output,lg_baseline_output,lg_finetuned_output
235,5290028,"The Texans are gathered up in Colorado
The kid with the fast gun ain't with 'em today
The cowboys are ridin' tall in the saddle
They shoot from the heart with the songs that they play
There's a right handsome woman on up around Boulder
They got slick hardwood floors and a potbelly stove
She swears I am someone she can believe in
She's the best Colorado gal I've ever known","We are the cowboys, the true sons of freedom",cowboys are ridin' tall in the saddle and shoot from the heart . there',And she says I am someone she can believe in,the texans are gathered up in Colorado The kid with the fast gun ain',She's got a heart of gold and she's got
236,4609121,"The farm's been doing fine since the spring began
As good as any other year
Sales are going steady and we're working hard
Nothing's really changing here
I tend your garden every morning
Just the way you taught me long ago
The flowers still remind of the song you used to sing
When we were out there working hours all alone",What I wouldn't give to have you back for just a day,the farm's been doing fine since the spring began . we're working hard .,I've been trying to find a way to change my mind,the farm's been doing fine since the spring began . sales are going steady and we',It's hard to believe it's been so long
237,7592113,"Well I've hopped a train, I've rode a plane
I've been all around this land
It may sound strange, but I've never changed
A single bit of who I am
Been called a rambler and a gambler
I'm even known for writin' songs
I've been up and down, been lost and found
But the one thing I've been all along",Is a southern man,"the one thing I've been all along is riding a train, riding a plane I","I've been up and down, been lost and found",if you're a rambler or a gambler you're even,"Is a man, a man, a man"
238,5215046,"Why am I forgetting I was only feeling heaven
Two out of the seven days a week?
Why do I remember only summer not December
When your hands were cold your lips were hot on me?
I got good at alibis, fantasize, romanticize about the better times
Maybe I should hopeless
Then maybe I could care less
Maybe I could call you just an excuse for all the stupid shit I do",Maybe I should feel less,why am I forgetting I was only feeling heaven Two out of the seven days a week?,Why am I forgetting I was only feeling heaven,why am i forgetting i was only feeling heaven two out of the seven days a,Maybe I could call you just an excuse for all the stupid shit
239,190741,"If I could I would rewind the times she cried, I just turned around and walked away
Wish there was a switch I could give then she'd love me like she loved my yesterday
What I'd give to hold her in my arms feel her heart and wipe her tears right off her face
That's just plain foolishness truth is life just doesn't ever work that way she's gone
Oh no, oh no, my baby's gone oh no, oh no
The morning sun stills the stars, shines her eyes and mine are laughing once again
Her long hair flowing, I'm there holding her and hoping that this feeling never ends
But it's just a dream in my head, gone like the wind just like a child's red balloon",Floating up into the sky so high and disappearing out into the wild blue,"it's just a dream in my head, gone like the wind just like a child's","Oh no, oh no, my baby's gone","she's gone oh no, oh no, my baby's gone oh","Oh no, oh no, my baby's gone o"
240,5110169,"I get up in the evening
And I ain't got nothing to say
I come home in the morning
And go to bed feeling the same way
I ain't nothing but tired
And I'm just tired and bored with myself
Hey there baby, I could use just a little help
You can't start a fire",Can't start a fire without a spark,I get up in the evening And I ain't got nothing to say I come home,But I can't start a fire,i get up in the evening And ain't got nothing to say I come home,You can't start a fire without a spark
241,325635,"There's a southern accent
Where I come from
The young'uns call it country
The Yankees call it dumb
I got my own way of talking
But everything is done
With a southern accent
Where I come from",Now that drunk-tank in Atlanta,southern accent Where I come from The young'uns call it country The Yankees call it dumb,The young'uns call it country,there's a southern accent where i come from . there's a southern,The young'uns call it country
242,3150808,"Ah-ah, ah-ah ah, ah-ah ah, ah-ah ah, ah
Ooh, ooh, ooh, ooh
Ah, ah, ah-ah ah, ah-ah ah, ah-ah ah, ah
Ooh, ooh, ooh, ooh...
I'm gonna get my heart cut out
It keeps letting me down
I keep it putting it back in the wrong hands
And watch it get pushed around",I told you I loved you,"Ah-ah, ah-ah ah, ah-a",And watch it get pushed around,"ah-ah ah, ah-ah ah,",'Cause I don't know where I'm going
243,4891430,"I heard you say my name
I was looking the other way
Saw a tear there on your face
And I don't know what for
I was trying to convey
I was listening all the same
But you hit me in the gut
And now I know what for",We were driving out all night,my name I was looking the other way Saw a tear there on your face And I don',I was trying to convey,you hit me in the gut and now i know what for . i heard you say,And now I know what for
244,4349500,"Windowless room, number 39
Holds an honest man with a thirsty mind
But there are no rivers inside these walls
So he sings
Roaring brooks and cherry trees
This is the place my heart longs to be
The blossoms in the water are calling me
His glossy shoes only hold him down",They were never meant to cover ground,"windowless room, number 39 Holds an honest man with a thirsty mind But there are",He sings with a smile and a smile,i'm a thirsty man with a thirsty mind and i'm,He's a man with a heart of gold
245,326081,"You've cut out your dancing and you never see a show
Friends come by to pick you up and you hardly ever go
It seems your head is in the clouds above
You've got the ways of a woman in love
I walked by your house tonight and hoped that I might see
The guy who's got you in the spin I wish that guy was me
I don't know why it's you I'm dreaming of
You've got the ways of a woman in love",Many is the night I've stayed awake and cried,You've cut out your dancing and you never see a show Friends come by to pick you,You've got the ways of a woman in love,you've cut out your dancing and you never see a show friends come by to pick you,You've got the ways of a woman in love
246,4364293,"I seen a bean they were real clean
I like beans
I see a bean, they were green
I like beans
I see a bean, they were on my jeans
I like beans
I see a bean, they were on my spleen
I like beans","I see a bean, had to get my jeans dry cleaned","a bean they were real clean I like beans I see a bean, they were green I","I see a bean, they were on my jeans",i saw a bean they were real clean i like beans i see a bean,"I see a bean, they were green"
247,5908798,"I've never been one to watch the news
But I've been watchin' every day or two
Been goin' to town about once a week
Buy a case of beer and some groceries
It's hard to know what a man should think
It's hard to know who he should believe
But one thing's sure when it runs its course
The world won't spin like it did before",So let's rock & roll,I've never been one to watch the news but I've been watchin' every day,It's hard to know what a man should think,I've never been one to watch the news But i've been watchin' every,It's just a matter of time
248,712343,"Yeahh
It's your mans big Smo
Ayy yo Jelly Lil Wyte lets tell em how it is
I'm just a kuntry boy (just a kuntry boy)
Livin' out on a farm (you know we out on a farm)
I got pounds on the other side of town with the crop in the barn (I can smell it all the way over here)
Just sipping on shine (you know we sipping on shine)
Sipping straight from the jar (drinking straight from the jar)",Law dogs is a hunting us down 'cause they know who we are (yeah they know who we are),Jelly Lil Wyte is a kuntry boy (just a kuntry boy) and,I'm still a kuntry boy (you know we,it's your mans big smo ayy yo jelly lil wynt,Sipping straight from the jar (drinking straight from the jar
249,4124597,"In your face human race
Just how low can you go?
Well I left my mama a goodbye-note
Packed my things and hit a little road
I've put my mind into new mode
I'm gonna turn dust into gold
I'm gonna tell the world to set it straight
'Cause I really do not agree",Oh no matter in which way I look,my mama a goodbye-note Packed my things and hit a little road I'm,I'm gonna turn dust into gold,i'm gonna turn dust into gold i'm gonna tell the world to,'Cause I really don't agree
250,4516203,"Do this for my team
Do this for my set 'cuz
I just got a check I just iced my neck up
I might fuck yo bitch just because I’m next up
10 shooters out the mf brinks truck
Hit a nigga trap where tf my back up
I got all this cash watch me fuckin flex bruh
U not my fuckin brother no I do not show love",I got all this cash watch me fuckin stack up,do this for my team Do this for my set 'cuz I just got a check,I don’t show love,do this for my team do this for my set 'cuz I just got a check,I do not show love
251,506762,"Run that shit
Yeah... 1994, haha, yeah
L.O.L. back in that ass
With some mega shit
And you don't stop, uh
Funky ass hiphop, it's hiphop... yeah
I wanna be free in the midst of the madness
Handlin' my business, locked in the darkness",Trying to survive in this L.A. city,"uh Funky ass hiphop, it's hiphop, yeah I wanna","'Cause I'm a shit, I",run that shit was released in july 2013 .,I wanna be free in the midst of the madness
252,6915096,"Find beauty in the fire, even while the earth is crumbling
Pride hatred from my soul, ironic that it was humbling
Been falling out with life, I guess she weren't my Billie Jean
Just a bit low key, been scripting these soliloquies
Every breath I take, I swear it has a godly air
My flow is heaven scent, turn water to Courvoisier
Glaciers where I step
I repay the debt",They been sleeping for years,"ironic that it was humbling Been falling out with life, ironic she wasn'","Then I am the one who is sucked away, I'","i've been falling out with life, i guess she weren't my billi",I'm trying to make a name for myself
253,2875047,"D-Flow sent me the tracks and I'ma lace it
Killing it even though the rhyme schemes are basic
Backpackers love me even though they never say it
The songs be filling to good for them to ever hate it
And I owe one and I know it even thugs show me, love
Putting on for zone three zone six is where I'm from
White people love me and it only causes I look like them
Black people love me cause I'm honest and I ain't faking it","I'm really from here, And I'm really talking bout my life",putting on for zone three zone six is where I'm from white people love me and it only causes I look,I'ma lace it and I ain't,d-flow sent me the tracks and i'ma lace it . putting on for zone,I'ma put on for zone three zone six because I'm
254,6782954,"Crashing down like a aeroplane
All these fake as people fucking up my brain
But I don’t care if they wanna hate
This is a brand new era that I’m going to create
I’m just a boy, out from Oran Park
Imma bring the spark
Playing the game like AFL, I’m going to make my mark (Catch)
I’m not new around the block",They call me Bignosesmallc0c,"I'm just a boy, out from Oran Park Imma bring the spark Play","I’m just a boy, out from Oran Park","catch's joe walker said: ""i don’t care if they wann","I’m just a boy, out of Oran Park"
255,57571,"Babe
Do you even know who you are?
Midwinter rose, morning star
Do you even know who you are
And what you’ve done to my heart?
‘Cause when I was lonely, you took a risk on me
And all I can say is
I won’t be the same again",(Chorus)(4x),"'when I was lonely, you took a risk on me and all I can say is",And I don’t want to be the same again,"midwinter rose, morning star Do you even know who you are? 'cause when","Midwinter rose, morning star"
256,6178264,"Yeah my people know you wanna get the sniper so that you can kill the traitor
Yeah they never gave us nothing
They been eating all alone while we been starving
Take a step back when you see the popo coming coz they gonna try and kill ya
Marikana on you, so you never have the freedom and the power on them
Lost Continent
The Loving Is Fading Away
Poverty Still Dominating",Damn The Minerals Taken Away,you know you wanna get the sniper so that you can kill the traitor Yeah they,And I'm gonna try to get a sniper,lost continent The loving is facing away . poverty still . dominating .,I'm a savage I'm a
257,4100418,"Noo, noo, noo
Noo, noo, Cresp Joe
Ayy swear these homies ain't guap, ain’t guap
Ain't guap, ain't guap (guap guap)
Swear these homies ain’t none, ain't none
Ain't none, ain't none (none none)
Swear these homies ain't pop, ain't pop
Ain't pop, ain't pop (pop pop)","Swear these homies, ain’t hop, ain’t hop","noo, noo, noo, noo, noo, noo, Cres","Swear these homies ain't none, a","noo, noo, noo Swear these homies ain't","Swear these homies ain't none, a"
258,7176909,"Mental reload
All of these voices, now which one I chose
Deal with precision and pick out the flows
Cause you know I got a couple of those
Ain't over soldier, boy, pick up your nose
Curtains ain't falling, no ending the show
Feeling the energy flow to your toes
Draw up the play. Maestro, play out notes","The speakers turned off, but the building is banging and sanging",the play is part of the show Feeling the energy flow to your toes Draw up the,"Ain't over soldier, boy, pick up your nose",play out the play using the voices in your head and your hands . rehears,"Play out notes, play out notes, play out notes, play out notes"
259,2409693,"Notice me, take my hand
Why are we strangers when
Our love is strong
Why carry on without me
Everytime I try to fly, I fall
Without my wings, I feel so small
I guess I need you, baby
And everytime I see you in my dreams","I see your face, it's haunting me","why carry on without me Everytime I try to fly, I fall Without my wings, I feel","Everytime I try to fly, I fall","notice me, take my hand . notice me, take my hand . notice me, take",I know I'll fall in love
260,2871125,"I been dealing with the ghosts of em
Hit a play or two with most of em
Home invasion they was so stubborn
Had to shoot em up roll somethin
Man I must be getting old or somethin
Thinking maybe it's the coke or somethin
Something turning into a broken somethin
Everytime I get close to something",Keep on asking me to hold something,em Hit a play or two with most of em home invasion they was so,'Cause I'm a cynical,I been dealing with the ghosts of em hit a play or two with most of,I feel like I'm gonna die or somethin
261,6692134,"{Hook}
Ian have a dad, bitch this all I had, and I'm glad for that
Momma had, my back from the jump, with no questions asked
Momma had, unconditional love, where'd I find it at?
In my momma's arms, in her heart memories flooding back
Cuz momma had, two kids and raised 'em on her own
Yeah and momma had, to struggle with two jobs with no support
Yeah and momma had, them bills to pay, but never let us see the pain","On her face, wiped them tears away, cuz ain't no time to waste","Hook Ian have a dad, bitch this all I had, and I","Yeah and momma had, to struggle with two jobs with no support","Hook Ian have a dad, bitch this all i had, and","Momma had, the best of intentions, and I'm glad"
262,5866455,"Ayy
Ayy, ayy
I ain't never had the time, nigga
I ain't never had the time
I'm finna bleed this bitch, ayy
I ain't got no time
Don't hit my line, you niggas be droppin' dimes
You ain't solid, you ain't slime",Twelve shots like I'm Tom,"Ayy Ayy, ayy I ain't never had the","You ain't solid, you ain't slim",nigga nigga nigga nigga nigga,"You ain't solid, you ain't slim"
263,280387,"I'm drinking bleach on the beach, make my teeth white
The darkness is too dark, so I need light
All white armor, looks like daylight
Put the blade to your throat if you don't need life
Blue jeans, two stacks, and they're bleached out
In the car, windows down, don't make me reach out
She said never again, but we speak now
Black heart, black soul, but it's bleached now","Bleached denim, bleached hair","black heart, black soul, but bleached now . I'm drinking bleach on the","I'm drinking bleach on the beach, make my teeth white","bleach on the beach, make my teeth white . bleached soul, but it's","I'm drinking bleach on the beach, make my teeth white"
264,2423067,"Yeah, yeah
Head feels weak, belly's hurting again
Car dead quiet till they drop off her friend
Tension filling up her heart with dread
Won't dare move an inch, won't turn her head
Knuckles turn white as he grips on the steering
Signs of rage, they are quickly appearing
Eyes full of fear 'cause she knows what's nearing","Tries not to blink, it'll bate up the tearing","'haha Head feels weak, belly's hurting again Car dead quiet till they drop",Isn't it worth it?,"sarah's head feels weak, belly's hurting again car dead quiet till","She's not sure what to say, she's not sure what"
265,195026,"Yo let me get my hieroglyphics right, Get it?
Yeah, King life, King Life, King Life
Yeah.. Yeah King Life! Whoooo!
Yeah, Life as a King.. Man I'm sittin on my own throne
You could see I'm in my own zone I'm so fly way past that ozone
Am I wrong? Kinda living that Life as a king..
Man I'm sittin on my own throne You could see I'm in my own zone I'm so fly way past that ozone
& I'm I'm living it up in my King Life, King Life, King Life",Finna let you know what this feels like,Man I'm sittin on my own throne You could see I'm in my own,Am I wrong? Kinda living that,"Yo let me get my hieroglyphs right, get it? yeah, King life, King Life, King",Am I wrong? Kinda living that
266,3064838,"Yup
Yessir I know boy
These niggas is so garbage
Extra garbino
We need to wrap ‘em in plastic and put em out on the curb on Thursday
And hope someone pick em up off the street mane
Yeah
My light shines so bright it’s like it’s dimming yours",You a broke deuce-deuce I’m a mini 4,niggas niggas is so garbage Extra garbino We need to wrap ‘em,I don’t wanna be a nigga,niggas is so garbage extra garbino We need to wrap ‘em in plastic and,I’m a nigga and I don’t care
267,3339351,"Uh, y’all already know man
Ayo Flee
I got MAB with me
Chicago, D.C. Shit
I bought a new car for my bitch
I go to the mall with yo bitch
Won’t spend a dollar on her
She feedin me shrimp and grits","Pay 3 for my kicks, speakin in thousands no hundreds",Shit I bought a new car for my bitch I go to the mall with y,She feedin me shrimp and grits,"uh, y’all already know man ayo flee i got",I got a nigga who ain’t even
268,101186,"Yeah, late night emotions, right now I'm tired of those
The only thing that get get me by
I stay by myself in this condo
But im good dog, got some good tree
2k and ol' papa dogs
Find the time to look at the walls at these plaques
Dog ya im proud of those
Sippin' on this corona, maybe this is the moment","You smell the aroma, that's fresh from Daytona","ya im proud of those Sippin' on this corona, maybe this is",And I don't wanna miss a moment in my life,the corona is one of the most popular places in the city . the corona,"I know that I'm doin' right, I know that I"
269,93214,"
Bang bang, Billy's gun goes when it goes off
Glance at him, reach for the doze off
Bang bang, leave 'em with they clothes off
Can't hang so them bang bang bang bang
Bang bang Billy's gun goes when it goes off
Glance at him, reach for the doze off
Bang bang, leave 'em with they close off","Bang bang, Billy sang as he rode off","bang bang Billy's gun goes when it goes off Glance at him, reach for",Can't hang so them bang bang bang,"Bang bang, Billy's gun goes when it goes off Bang bang, leave '",Can't hang so them bang bang bang bang
270,3281030,"If I got it then my brothers got it
If iont got it then my brothers got me
I know it's been a long long time coming yeah
But I'm still rubbing woods on my jeans
Grab my weed
Grabba leafs
Fuck the name
I smoke OG",Kurt Cobain,iont got it then my brothers got it If iont got it then my brothers got,I'm a real fucker,"'if i got it then my brothers got me,' says the rapper .",Fuck the name I smoke OG
271,4679519,"fuck all you pussys can nobody harm me (slows down noise)
Alright It's Under Enemy Arms Niggas Get Killed For Under Enemy Sarts You Ain’t Su Tart Alright Niggas Hating, nigga face it kill a nigga like over raming, got my gang got a bad bitch, if y'all ain't looking at me look at gang TrANNNn! bitch!
[CHORUS]: Under Enemy Arms Niggas Gon Fart Niggas Gon Try Me To Start All These Niggas Live On A Farm GANG!
Y’all got get smacked if u tap
Oh, oh it's me and you, and you, and you",Under enemy arms,"nigga face it kill a nigga like over raming, got my gang got a bad bitch, if y'all ain't looking at me look at","I'm a nigga, I'm a","if y'all ain't looking at me look at gang TrANNNn! bitch! nigga face it kill a nigga like over raming, got","Yeah, oh it's me and you, and you,"
272,7331843,"I hope the opps, stay dead
I hope the opps, stay dead
My main kick shit over Bankhead
I got two three hoes out in Bankhead
And when my new bitch come, I'mma play dead
And I got wock, stop hating
Man I hold guap
Boy that's alot","Boy that's alot, you can't fit in my sock","I hope the opps, stay dead I hope the opps, stay dead","I'm a girl, I'm a man, I","I hope the opps, stay dead . i got two three hoes","I hope the opps, stay dead"
273,143732,"The product of hours of Eminem and Rhyme Asylum
I'm high and drivin' with nine fanny packs so the drugs can hide inside 'em
Duffle of coke on the passenger's seat
I'm passin the heat to who's in back of me so he can blast in the street
Your ass'll get beat with a packet of cheese
Sauce from macaroni if you actin' phony
I'm spazzin' homie
Grab C4 and strap it on me","Your raps bologna, you don't really want the beef",the product of hours of Eminem and Rhyme Asylum I'm high and,I'm stin' stin' with,the product of hours of eminem and rhyme asylum .,You're not gonna get caught without a ticket
274,7880146,"It's my nature to hide from my neighbors
Dip down the stairs and skip elevator
Slip the crossfader this shit will make a hater
Cause the walls vibrate like a particle accelerator
The teriyaki man Yaqui mystic
Very happy fam Danny got me optimistic
I'm sweet and sour half me
Opposites Larry David mixed with Steve McQueen sippin",Bullet bourbon swerve like sand serpent,it's my nature to hide from my neighbors Dip down the stairs and skip elevator Slip the cross,The teriyaki man got me optimistic,a man's nature to hide from his neighbors . the walls vibrate like a,I'm gonna be the best in the game
275,3311492,"I don't wanna yell or scream
I just want your company
Come over and lay down
Lay down
Come lay down with me
I don't wanna yell or scream
I just need your company
Come lay down with me","Come and lay down, lay down",I don't wanna yell or scream I just want your company Come lay,I don't wanna yell or scream,i don't wanna yell or scream i just need your company,Lay down
276,2279,"Since I made the record ""Talk Like Sex,""
Bitches are comin' up with their friends for a nigga to hit the skins
Hopin' that Kool G Rap was just makin' rhymes
But I'm leavin' bitches' vaginas with more stitches than Frankenstein
Some even had the nerve to try to give me head
And swallow the whole jimmy to make a nigga fed
But come on you bitches, don't make me laugh;
You couldn't deep throat G Rap if you was a motherfuckin' giraffe","Dag, some even fled when they saw the head","""Talk Like Sex"" is a nigga's first album .","G Rap, G Rap, G Rap if you was a mother",bitches are comin' up with their friends for a nigga to hit,I don't know if I'm goin' to be
277,3459261,"Higher, higher
I'll take you higher
I'll take you higher
I'm the way, got your man tryna call me Bae
One taste will have that man higher than jet plains
Yeah I make sure it's official, haters make sure it's an issue
I took it to another level that these other bitches ain't been to
I go higher up than Ariana, Grande","Fuck lovin, I'm a lot drunker than Beyonce","higher, higher I'll take you higher I'll take you higher I'll take you","I'm the way, got your man tryna call me Bae",bae one taste will have that man higher than jet plains . haters make sure,"I'm on a mission, this isn't a"
278,4339776,"Treasure me deep in your mind
You won't forget. You were mine
Even if time drags memories
You'll have the scars. To remind me
Haven't you seen it yet?
They all hiding 'emselves
Behind the mirror
Haven't you seen it yet?","We look at them, but we also reflections",'emselves Behind the mirror Haven't you seen it yet? They all,They all hiding 'emselves,treasure me deep in your mind You won't forget. you were mine Even if time drag,They all hiding 'emselves
279,3618654,"(Alright, I'm doing the whole song in one take, hold up)
I wreck a track
You slather in wack talk-backs
You on attack, but little bullets in tac-sack
You hit back wit' dull ass blades, with hack features
Yo I see you in the aftermath
But I got plaque and wolf pack, and that a platinum fact
Ain't nothing coming to meet ya!",Ain't nothing planning to leech ya!,I wreck a track You slather in wack talk-backs You,I don't think you're the way it's gonna be,the whole song is done in one take .,"I ain't gon' stop you, I'm"
280,3101979,"You should let me come thru, yeah
Speeding down 40 west to you
Yeah, hey
Clouds in the city grey, whoa
But the weekend's not too far away, hey
You should let me come thru, yeah
Speeding down 40 west to you
Yeah, yeah, hey","Clouds in the city grey, whoa","you should let me come thru, yeah Speeding down 40 west to you Yeah, hey Cloud","Clouds in the city grey, whoa","the weekend's not too far away, hey you should let me come thru, yeah Speed","Clouds in the city grey, whoa"
281,3348670,"Yeah they heard i was flipping, i love the word of mouth
The fakest way you could say it and now its going south
I mix it up, you can drink it
Don’t make her momma proud
Its even colder when she finish
Want another round (next one)
That perspiration i be sweating
In the booth, no air (its hot)",The only thing im breathing backwoods,i love the word of mouth The fakest way you could say it and now its going,I don’t know how to tell you what you’re going to,"i mix it up, you can drink it don’t make her momma proud","I’m a thot, I’m a"
282,17769,"Chorus:
Chocolate Girl
Livin' in a chocolate world
Come break me off a piece of that hershey thing
Girl I wanna see taste your cocoa tang
Chocolate girl
Livin' in a chocolate world
Come break me off a piece of that hershey thing",Girl I wanna feel your cocoa tang,chocolate girl Livin' in a chocolate world Come break me off a piece of that her,Girl I wanna see taste your cocoa tang,chocolate girl is a song about a girl who loves a piece of hershey,Girl I wanna see taste your cocoa tang
283,4662170,"x2
I hate the fact that you don’t even call no more
I hate the fact that we ain’t really close no more
I hate the fact that we can’t even link no more
I hate the fact that we don’t really speak no more
What it look like? What’s crack-a-lackin?
Remember me? It’s been awhile
Hope you quit trappin","Last time we linked, you told me you were on probation",it’s been awhile Hope you quit trappin trappin trappin . it’s been,"I’ll never let you down, I’ll never go down",x2 i hate the fact that you don’t even call no more i hate,Now you ain’t rappin no more
284,702991,"Pane Pane Panettiere stop Hayden, keep that shit one hundred, got all this cheese I be grating, I'm riding round with that work, fuck boy get hurt, I'm just being a hundred while counting hundreds no clerk,I be sauced up head to toe I whisk at culinary,fill my lungs with smoke till I catch pulmonary,boy my life a movie,this shit horror scary,I can't hear you i just write this shit like Laura Redden,baby know she bad she need toddler treatment,she throw it back catch it goalie,call that there achievement,my squad we roll a hundred deep like Crimson T,TCE we running cause we keep this shit a hundred,K'Bree
We got that swag im just being 100
Lil shawty bad I'm just being 100
We popping tags I'm just being 100
We getting cash I'm just being 100
We whipping and the dash on 100
If you try me ima blast thats 100
My niggas blowing gas thats 100",Lil shanty got some ass thats 100,"the pane pane Panettiere stop Hayden, keep that shit one hundred, keep that swag im just being 100 We popping tags I'm just being 100 We getting cash I'm just being 100 We whipping and the dash on 100 If you try me ima blast thats 100 My niggas blowing gas thats 100 My niggas blowing gas thats 100 If you try me ima blast thats 100 My niggas blowing gas thats 100 My niggas blowing gas","I ain't gonna be shit,i","pane pane panettiere stop Hayden, i be sauced up head to toe whisk at culinary,fill my lungs with smoke till I catch pulmonary,boy my life a movie,this shit horror scary,i can't hear you i just write this shit like Laura redden,baby know she bad she need toddler treatment,she throw it back catch it goalie,call that there achievement .",I'm just being 100
285,511732,"
Little wavy head nigga, Finna get it made in a minute
Finna get made in this business, who you kidding, who the witness?
Finna get paid in a minute, finna get paid, never rented
Never rain when its finished, Keep that thang strawberry tinted
Kill a rapper Paul bearer business, Rob Paul for the digits
Kick it in the mall for a minute, say T.JAY never call where you been at
Balls in a “grinnap”, couple thoughts pause with the synapse","Lose it all in a “snizzap”, boy where your friend at","Finna get paid in a minute, finna get paid, never rented Never rain","But I'm a nigga, nigga,","little wavy head nigga, finna get it made in a minute","I don’t give a fuck what you say, I"
286,2956082,"Those niggas got bread
But it ain't like mine
Hundred bands on you
Hundred bands on you
We top down in the summer time
Take flight when it gets cold
I put it down like H-town 'cause my cup full and I sip slow
All I see is this money, nigga","Can’t see a hater, got tunnel vision",niggas got bread But it ain't like mine Hundred bands on you Hund,"I'm a nigga, nigga",niggas got bread but it ain't like mine Hundred bands on you,I don't wanna fuck with that nigga
287,5964838,"Okay welcome to Nuketown
Yeah I got it with my hood down
Yeah I get on the hoods now
Yeah I got on the hoods now
Don't even think you're cool now
Don't even think you're cool now
Oh yeah she freaky I might just fuck her in the hood now
Okay what is your answer",Yeah I'm getting all danger,yeah she freaky I might just fuck her in the hood now Okay what is your,Yeah I got it with my hood down,nuketown is a prank site based around a 'hood f,I don't even think you're cool now
288,6280400,"Unlike typical street gangs
Operate with a level of sophistication
Even more so than the Mafia
According to Buffalo FBI agent
(These are the real Sopranos) Uh, uh
They know
It's Heem, nigga
Drug deals every night, sellin' white, risked my life",Duckin' lights tryna stack my change,"uh, uh They know It's Heem, nigga","I'm not a nigga, I'm",gangs operate with a level of sophistication more so than the mafia .,I ain't nothin' but a nigg
289,32273,"Mr. Biggs, you know you got to keep me jigs
(And you don't stop, and we won't stop)
Mr. Biggs, you know you got to keep me jigs
Mr. Biggs
Float on, float on, float on, float on
(Don't you know I want your love, don't you know I need your love)
Float on, float on, float on, float on
(Don't you know I want your love, don't you know I need your love)",Can't get you off of my mind,"Mr. Biggs, you know you got to keep me jigs .","Float on, float on, float on, float","Float on, float on, float on, float on (Don't","Float on, float on, float on, float"
290,3494713,"Baby let me lay you down, Know need to play around
And I lay you night motion
Tryna make love on this water bed baby
Just keep them legs open
Now while im stroking , Yea that pussy potent
Came up in the game laid back she deep throatin
Girl I can't call it
Out here they been balling",Talkin about my niggas,"baby let me lay you down, Know need to play around And I lay you night motion Tryn","Baby let me lay you down, Know need to play around",emma roberts is one of the world's hottest women,You know that shit i'm talking bout
291,7764039,"Kill the beat specialist, only achieving excellence
Kool-Aid Man, how I’m bout to make an entrance
Name’s Jeff Porter, you ain’t even heard the best of him
Take a couple edibles and then I get competitive
Found out what I’m good at and I use it to my benefit
Keep on spitting real shit even if I get hella rich
In my element, my passion leaking through the crevices
Bet that you gon’ fuck with it, even if you’re celibate","The beer swigger, career switcher, demand bigger",you ain’t even heard the best of him Take a couple edibles and then,If you wanna be a fucking fuck with,"kill the beat specialist, only achieving excellence . kill the beat specialist keeps on spitting","I’m a spitter, I’m a"
292,3759673,"Why I’m in a mood like this?
Between me and her crew it ain’t no kumbaya
Had to take a second to get my head straight
Had to, had to take a second to get my head straight
And I know
I like hipster girls who like avocados
Foreign models that like pouring bottles
Got an iced out wrist cold as Colorado",I woke up this rich thought I won the lotto,"kumbaya Had had to take a second to get my head straight Had to,",And he can’t say it’s a bad thing,eddie adlington was spotted on a trip to los angele,I know I like hipster girls who like avocados
293,2888038,"I live in a world that's different than your world
Your world still believes in things like free speech and democracy
Those things don't exist in my world anymore
Welcome to my world
Welcome to Planet X motherfucker
It used to be parks
Used to be jungle gyms
Now they just stories passed down orally from my great-grandmother Nem",It used to be public pools,I live in a world that's different than your world Your world still believes in things like,And it's just a fucking story that's,your world still believes in things like free speech and democracy . welcome to my world Welcome to planet,I grew up in a world that's different from your world
294,3267944,"CC dat way k way
Aye, aye
Bobby Kritical
Aye
*Beep*
Run my cheque up, run it up, prrrr
Run my cheque up
*Beep*","Run my cheque up, aye","CC dat way k way Aye, aye Bobby Kritical A","I'm a shit, I'm a","CC dat way k way aye, aye Bobby krit","Run my cheque up, run it up, prrrr"
295,2968515,"On my teeth I need a rose gold manifestation of a living creation
I feel spacey, promethazine ain't in my container
I'm an attacker, the captain of a hip hop invasion
The music drawn to life, and I’ll never erase it
Need my serenity
More important than anything
Been infiltrated by pretty women and golden rings
And i'm not preachin’ that one of these is my enemy","I make songs, that's where i get all my energy",i'm not preachin’ that one of these is my enemy . i',But i'm not preachin’ that one of these is my,eminem has been infiltrated by pretty women and golden rings . he,"I'm a lone wolf, and i'"
296,173703,"Let me take a shot, only thing that keep me calm is liquor and pot
Chill with all the talking I'm taking the spot
I'm never gonna forfeit, my wave too hot
Came here to get it poppin, Jazzy, Stockton
Fucking with the west coast, one love to Compton
We get it jumping, we grave hopping
We killing these niggas, banana peeling these niggas
I'm the wordplay assassin, Dojo master",The reason buddy never got to flip his tassel,"we kill these niggas, banana peeling these niggas I'm the wordplay","I'm the niggas, banana peeling these niggas","emcee: i'm the wordplay assassin, dojo","I'm the best, I'm the best, I'm"
297,6147901,"I'm on the mic like 2 mikes in the mornin
And forever in mournin
For a gecko I killed on accident
Decapitated him with a cup
But I swear its all love
Between me n his folks
BFA he got jokes
Man you know who can choke?",A landlord on the first,I swear his all love Between me n his folks BFA he got jokes Man you,And he ain't a man you know who can,gecko i killed on accident Decapitated him with a cup .,You know who can't choke?
